ssn	occupation	education	gender	salary
e134864794	other-worker	certificate-ii	f	85056
a179480976	taxi-driver	senior-secondary-school	m	17172
g100474277	other-labourer	senior-secondary-school	f	12252
c164677715	health-professional	bachelor-degree	m	109254
g194737769	shop-assistent	secondary-school	f	6508
f173744208	other-technician	diploma	m	88124
b177988704	personal-services-worker	certificate-ii	m	74411
c180275942	farm-worker	senior-secondary-school	f	19766
b124883772	general-manager	graduate-diploma	f	105366
f148845745	other-technician	certificate-iii	f	147725
e154078444	machinary-driver	senior-secondary-school	f	11010
b175728454	general-manager	graduate-certificate	f	179670
c187034763	construction-worker	certificate-iii	f	57462
a131784571	health-professional	advance-diploma	m	115945
e112478348	construction-worker	certificate-iv	m	62384
d143881275	taxi-driver	senior-secondary-school	f	16840
i172794858	other-technician	bachelor-degree	f	115507
d164407987	manager	graduate-certificate	f	134595
d119487586	automotive-worker	diploma	f	72001
g187594984	legal-professional	masters-degree	m	100645
c124072919	factory-worker	secondary-school	f	16827
d192702347	health-professional	graduate-certificate	f	91111
i141708949	other-worker	diploma	f	64252
a173948803	education-professional	advance-diploma	f	102711
d126479113	ict-professional	graduate-certificate	m	109455
h143417945	ict-technician	diploma	f	146855
e187794543	taxi-driver	senior-secondary-school	f	16514
b149157297	carer	certificate-i	m	48600
b184948979	automotive-worker	certificate-iii	m	70284
i178787498	general-manager	graduate-certificate	f	161662
h138979564	cleaner	senior-secondary-school	f	16912
c172501526	farm-worker	secondary-school	f	17710
i117851350	general-manager	graduate-certificate	m	187227
e160095072	personal-assistant	senior-secondary-school	m	33890
g105452700	construction-worker	certificate-iii	f	91161
h140754895	other-technician	bachelor-degree	f	125991
i176557017	other-service-worker	certificate-ii	f	63591
h173756705	part-time-worker	secondary-school	f	8371
b150588176	other-worker	certificate-ii	f	89787
b105718313	machinary-driver	secondary-school	m	11319
c154742138	manager	masters-degree	f	191686
d111735592	general-manager	graduate-certificate	m	139127
d107341675	other-technician	advance-diploma	m	72039
a172456351	ict-professional	bachelor-degree	m	92988
e141573614	engineering-worker	certificate-ii	f	85586
f157050157	other-worker	certificate-ii	f	58227
h157119125	other-technician	advance-diploma	f	110567
a141665752	construction-labourer	senior-secondary-school	f	18971
g161366557	personal-services-worker	certificate-ii	f	44628
f173297815	construction-worker	certificate-iii	f	81911
f118587020	ict-technician	diploma	f	111120
h175512982	education-professional	masters-degree	m	142673
c108511379	secretary	certificate-i	f	30497
a140191576	personal-services-worker	certificate-ii	m	75340
a198709515	other-worker	certificate-iv	m	69063
a157014292	other-worker	diploma	f	50585
d142457720	education-professional	advance-diploma	f	138741
h173255009	construction-worker	certificate-iii	f	75029
c110685277	automotive-worker	certificate-iii	f	82703
h102657227	education-professional	bachelor-degree	f	107474
e162134756	other-worker	certificate-ii	f	65761
e175202773	chief-executive	graduate-diploma	f	100236
i144327958	engineering-worker	diploma	f	61930
e142528375	automotive-worker	certificate-iii	m	84503
c187782454	automotive-worker	certificate-iii	f	60327
c175372047	engineering-worker	certificate-ii	f	84237
g107127975	manager	graduate-diploma	f	130455
i158021772	ict-technician	diploma	f	87198
h155562793	other-labourer	senior-secondary-school	f	16670
c157289765	personal-assistant	senior-secondary-school	f	34770
a170365052	general-manager	graduate-diploma	m	174619
c173943056	education-professional	advance-diploma	m	102864
c103528786	education-professional	graduate-certificate	f	94576
h115342875	other-worker	diploma	f	94206
a104575372	automotive-worker	certificate-ii	f	93195
g111370435	engineering-worker	certificate-ii	f	68921
i177357138	other-technician	advance-diploma	f	76100
c120975539	construction-worker	certificate-ii	m	69672
i158364372	personal-assistant	certificate-i	f	38900
a159470883	general-manager	graduate-certificate	m	146168
e190554578	other-clerical-worker	senior-secondary-school	m	38170
i152425754	chief-executive	graduate-certificate	f	145806
c143795674	farm-worker	senior-secondary-school	m	14790
h157452443	ict-technician	certificate-iv	m	140530
c146475540	farm-worker	senior-secondary-school	m	17239
d148275660	art-media-professional	bachelor-degree	f	146703
i171745696	education-professional	bachelor-degree	f	149243
e120497565	other-service-worker	certificate-ii	m	53598
f180576242	carer	certificate-ii	m	41601
g152400763	other-worker	certificate-iii	m	50204
i197572456	other-technician	bachelor-degree	m	72248
d175958411	construction-worker	certificate-ii	f	94483
g157759647	other-technician	advance-diploma	f	93719
c139350757	cleaner	senior-secondary-school	f	15397
g143658715	other-technician	certificate-iv	f	117236
e120554957	automotive-worker	certificate-iii	f	97466
b177581555	other-labourer	senior-secondary-school	f	17177
f154557793	automotive-worker	diploma	m	82378
b174815529	other-technician	certificate-iii	f	108918
g135719546	education-professional	doctoral-degree	m	149094
e195509739	personal-services-worker	certificate-i	f	31702
g153579962	other-technician	diploma	f	81493
a165640675	art-media-professional	advance-diploma	f	86408
h119317561	ict-technician	certificate-iv	m	71627
e115257363	factory-worker	senior-secondary-school	f	19781
e146531673	ict-professional	advance-diploma	f	96283
g138986755	education-professional	masters-degree	f	85516
g117595386	health-support-worker	certificate-i	f	49513
b136548745	ict-technician	advance-diploma	m	124430
b126877556	education-professional	advance-diploma	f	97548
e195637543	other-technician	certificate-iv	f	117930
i156269577	chief-executive	graduate-diploma	f	153697
c159647757	machinary-driver	senior-secondary-school	f	19523
b182568679	other-labourer	senior-secondary-school	f	11726
d151796644	personal-assistant	certificate-i	m	39617
d156705647	ict-technician	certificate-iv	m	109425
a151716572	machinary-driver	senior-secondary-school	m	16072
e178856385	construction-worker	certificate-ii	f	74331
f165777850	engineering-worker	diploma	f	60280
f185597766	automotive-worker	diploma	f	57377
i172285437	automotive-worker	certificate-iii	f	90580
d140757430	other-technician	certificate-iii	m	140398
e157546976	manager	masters-degree	f	142907
f167765631	ict-technician	diploma	f	121457
f127577313	construction-labourer	senior-secondary-school	m	12919
d181379750	legislator	graduate-certificate	m	176229
f137786975	automotive-worker	certificate-iv	f	85361
f197591874	other-technician	diploma	f	75220
h157649572	legal-professional	doctoral-degree	m	107778
b179415638	other-technician	advance-diploma	f	146824
c185457621	other-technician	advance-diploma	f	99404
d170248158	legal-professional	graduate-certificate	f	128282
g197657583	education-professional	advance-diploma	m	116680
h174835775	health-professional	graduate-diploma	f	129882
d179835867	construction-worker	certificate-ii	f	61379
a177506488	cleaner	secondary-school	m	15930
d140755837	other-technician	certificate-iv	f	125250
e186577832	construction-labourer	secondary-school	f	18248
b121578824	other-worker	certificate-ii	f	78307
e147803965	chief-executive	graduate-diploma	f	106075
i187957441	carer	certificate-i	f	72832
d190001057	engineering-worker	certificate-iii	m	98237
g165756919	other-worker	certificate-iii	m	77759
g175331598	carer	certificate-i	f	75322
d147854391	art-media-professional	graduate-certificate	m	128547
i116433957	other-technician	advance-diploma	f	102511
c158547309	manager	graduate-diploma	f	139705
b114975245	carer	certificate-ii	f	35995
b179510595	health-professional	advance-diploma	m	108041
g186950567	ict-professional	graduate-certificate	m	101672
i177683905	other-technician	certificate-iii	f	86191
h179750693	other-technician	diploma	m	131888
g127672597	other-technician	diploma	m	70723
e165082079	ict-technician	diploma	f	97130
a197788995	health-support-worker	certificate-ii	m	37461
c105979287	ict-technician	certificate-iii	f	78394
h124607061	engineering-worker	certificate-iv	m	82601
a106775204	automotive-worker	certificate-ii	f	51818
d169728005	secretary	certificate-i	f	31888
c100867987	factory-worker	secondary-school	m	17545
a176239066	other-technician	bachelor-degree	f	135327
g192937061	engineering-worker	certificate-iv	m	84586
c170376810	ict-technician	certificate-iv	f	73971
a153007346	manager	graduate-diploma	f	165530
d195762026	legal-professional	bachelor-degree	f	123299
e176260070	ict-professional	graduate-certificate	f	147938
i172065780	ict-technician	advance-diploma	f	130040
f197460779	manager	graduate-diploma	m	100204
e112061927	construction-worker	certificate-iv	f	96524
h125277061	ict-technician	advance-diploma	f	121889
h117167309	ict-technician	certificate-iii	f	120546
f173008611	health-professional	bachelor-degree	m	117612
b191162327	ict-professional	bachelor-degree	f	87656
i136555171	personal-assistant	certificate-i	m	31591
f161740701	personal-assistant	certificate-i	f	46695
i131478876	manager	masters-degree	f	173463
c187861025	clerical-worker	senior-secondary-school	m	48347
c110633755	legal-professional	bachelor-degree	f	125104
d167195858	other-technician	bachelor-degree	m	89365
h115161657	ict-professional	advance-diploma	f	145475
i173617235	health-professional	bachelor-degree	f	123984
e176142171	ict-technician	diploma	m	81007
d118620714	engineering-worker	certificate-ii	f	65661
g116516748	cleaner	secondary-school	f	17603
e148719631	education-professional	graduate-diploma	f	97468
c137907296	automotive-worker	certificate-ii	f	50847
b162231476	clerks	certificate-i	f	40954
a189126727	ict-technician	advance-diploma	m	128502
b162617028	secretary	senior-secondary-school	f	45664
c166327820	other-labourer	secondary-school	m	13996
a162456702	ict-technician	bachelor-degree	f	86931
d151464275	machinary-driver	senior-secondary-school	m	15810
f127162747	other-service-worker	certificate-i	f	47774
c116871227	ict-technician	advance-diploma	f	145274
c138243607	education-professional	advance-diploma	m	81347
i167082764	secretary	certificate-i	f	44476
a172909607	other-worker	certificate-iii	f	66040
i168740053	other-clerical-worker	certificate-i	f	48069
c153200673	construction-worker	diploma	f	59902
d113365473	chief-executive	graduate-certificate	f	135491
e196353637	other-technician	bachelor-degree	f	138242
b144836037	construction-labourer	senior-secondary-school	f	11323
g123648057	other-technician	bachelor-degree	m	104994
f199963757	engineering-worker	certificate-iii	m	57392
i113667984	other-technician	certificate-iv	m	80006
i138387276	shop-assistent	secondary-school	f	9817
c157566693	clerical-worker	certificate-i	m	46165
i161720420	factory-worker	senior-secondary-school	m	15944
d117024659	health-support-worker	certificate-ii	f	36213
f175119466	ict-technician	advance-diploma	f	78862
d106475762	other-technician	certificate-iv	m	127886
e114774216	automotive-worker	diploma	f	54650
c126347694	other-technician	certificate-iv	f	108482
b102747684	art-media-professional	graduate-diploma	m	127178
f174962574	health-support-worker	certificate-i	f	58251
b154694766	machinary-driver	senior-secondary-school	f	12106
f147672436	ict-technician	diploma	m	99179
c174986476	art-media-professional	advance-diploma	f	139571
c171458617	legal-professional	advance-diploma	m	130271
b107673053	other-technician	certificate-iii	m	143804
g171890605	other-technician	diploma	f	100164
h159776082	ict-technician	certificate-iii	f	136165
e174117651	engineering-worker	certificate-iii	f	90765
i176015661	machinary-driver	senior-secondary-school	m	15134
d177253651	other-clerical-worker	senior-secondary-school	m	35229
b122964075	other-technician	diploma	f	116230
a176947635	education-professional	advance-diploma	f	87817
f175776455	other-worker	certificate-ii	f	51581
d119626785	construction-labourer	senior-secondary-school	m	11650
e128513672	ict-technician	certificate-iv	f	73665
i178885061	engineering-worker	certificate-iii	f	59681
i170598360	ict-technician	certificate-iv	f	104626
i113975566	ict-technician	certificate-iii	f	80554
c179157306	automotive-worker	certificate-ii	f	51232
g173069854	construction-worker	certificate-iii	f	87217
d134706546	construction-worker	diploma	m	65797
e170671604	ict-technician	advance-diploma	f	86365
d171921676	education-professional	advance-diploma	m	142302
c119574066	automotive-worker	certificate-iv	m	67654
a124276367	chief-executive	masters-degree	m	107000
b146246754	other-clerical-worker	senior-secondary-school	f	46866
i165226747	clerical-worker	certificate-i	f	49927
i127662098	other-labourer	senior-secondary-school	f	17383
e136751663	art-media-professional	graduate-diploma	m	113830
f173296667	other-worker	certificate-iii	f	80768
h164708665	carer	certificate-ii	m	76204
d165730606	ict-professional	bachelor-degree	f	102488
h184746165	health-support-worker	certificate-i	f	40984
f176584067	health-professional	masters-degree	f	145336
h166658987	other-clerical-worker	senior-secondary-school	f	45962
g186056769	education-professional	advance-diploma	m	86201
h197071661	construction-worker	diploma	m	66556
c118774613	personal-services-worker	certificate-i	f	76388
g192768714	ict-technician	certificate-iv	f	78837
c133760579	other-technician	diploma	f	145314
d181773536	ict-technician	bachelor-degree	f	99296
a177427376	other-service-worker	certificate-i	f	47581
f176480769	construction-worker	certificate-iii	m	50713
e176727410	legal-professional	advance-diploma	f	88174
g151677217	ict-technician	advance-diploma	m	92559
a128897768	art-media-professional	advance-diploma	f	117975
c172176974	personal-assistant	certificate-i	m	44522
h168701468	personal-services-worker	certificate-ii	m	67211
c192675618	taxi-driver	secondary-school	f	11023
e137625338	chief-executive	graduate-diploma	m	167522
a143978672	other-technician	advance-diploma	f	128739
h168067423	secretary	certificate-i	m	38249
b175845796	automotive-worker	diploma	f	86565
g135497867	other-clerical-worker	senior-secondary-school	m	43424
a141917966	other-technician	advance-diploma	f	140389
b179226132	carer	certificate-i	f	72698
a179738963	engineering-worker	certificate-ii	f	99182
e199675204	casual-worker	secondary-school	f	7080
b169377688	personal-services-worker	certificate-i	f	45018
a136627967	other-technician	certificate-iii	f	113819
h137789567	other-technician	diploma	m	124123
d198696971	engineering-worker	certificate-ii	m	53108
f173639709	general-manager	graduate-diploma	f	139264
f195669776	ict-technician	bachelor-degree	f	110168
b178033762	personal-services-worker	certificate-i	f	70815
f174233907	chief-executive	masters-degree	f	140189
b100637673	clerks	senior-secondary-school	f	42089
i133975067	manager	graduate-diploma	f	135924
a164475070	ict-technician	diploma	f	142691
b137064776	ict-professional	graduate-diploma	f	127968
f184704763	ict-technician	advance-diploma	f	113117
g107758405	engineering-worker	diploma	f	98545
b180780757	general-manager	graduate-diploma	f	128407
b177690874	ict-technician	bachelor-degree	f	139357
f190727620	automotive-worker	certificate-iii	f	60467
e179406704	ict-technician	certificate-iv	m	106858
d117907747	education-professional	bachelor-degree	m	141936
d113237170	ict-technician	bachelor-degree	m	110032
c171883783	ict-technician	advance-diploma	f	135745
b171171044	ict-technician	certificate-iii	f	91429
d177049761	education-professional	bachelor-degree	f	123362
c137117957	other-clerical-worker	certificate-i	f	30043
h171677264	construction-worker	certificate-iii	f	93776
i181877597	other-technician	bachelor-degree	f	117990
a101727807	construction-labourer	senior-secondary-school	m	16588
i170267730	other-technician	diploma	m	73306
f184037772	automotive-worker	certificate-ii	f	94839
h101577207	legislator	graduate-certificate	f	162768
i167651727	construction-worker	certificate-iii	f	62572
g172071772	other-technician	advance-diploma	f	136177
b120802277	art-media-professional	bachelor-degree	m	108167
a129621797	engineering-worker	certificate-ii	m	54583
a137575272	machinary-driver	senior-secondary-school	f	17736
i173577227	clerks	certificate-i	m	32439
a127840780	personal-assistant	senior-secondary-school	f	48706
d154172734	machinary-driver	senior-secondary-school	f	11275
h176004227	automotive-worker	certificate-ii	f	87667
h175442871	personal-services-worker	certificate-i	f	36700
h192576777	health-support-worker	certificate-i	f	32767
h155773326	personal-services-worker	certificate-i	m	45977
c177622055	carer	certificate-i	f	59537
c168077672	ict-technician	bachelor-degree	m	124455
i151781472	health-support-worker	certificate-i	f	32309
a178412718	ict-technician	advance-diploma	f	142643
g198277647	automotive-worker	certificate-ii	f	69526
h107742597	clerical-worker	senior-secondary-school	f	42249
d173287977	legal-professional	advance-diploma	f	125103
h110807713	ict-technician	certificate-iv	m	130020
c132815077	engineering-worker	diploma	m	99750
i112737473	other-technician	diploma	f	119619
i114339757	manager	graduate-certificate	f	120172
h177831107	other-service-worker	certificate-ii	f	77790
f167333707	ict-professional	bachelor-degree	m	105994
h179373903	automotive-worker	certificate-iv	m	66380
e157230752	automotive-worker	certificate-iv	m	59906
e137947643	education-professional	bachelor-degree	f	92984
e168777310	ict-technician	certificate-iii	m	106991
e132794967	clerks	senior-secondary-school	f	30206
g130417867	construction-worker	diploma	f	58963
a179141741	ict-professional	masters-degree	f	136833
g142492277	other-worker	diploma	m	76923
e172587094	taxi-driver	senior-secondary-school	f	13829
i137714300	other-technician	bachelor-degree	f	137544
e137078174	education-professional	graduate-diploma	f	87517
g123471274	other-technician	diploma	f	141167
f103764137	personal-services-worker	certificate-i	m	58950
c173907404	other-technician	bachelor-degree	f	123390
c145467471	construction-labourer	secondary-school	m	12911
a176757445	other-clerical-worker	certificate-i	f	37742
b184759372	health-professional	graduate-diploma	f	112797
g147265715	other-technician	certificate-iv	m	96340
c147760779	taxi-driver	senior-secondary-school	f	11481
e180070357	other-technician	certificate-iv	f	143641
e106257177	other-clerical-worker	senior-secondary-school	m	37311
h177771585	education-professional	graduate-diploma	f	102142
c170540027	secretary	senior-secondary-school	f	47523
d156755722	un-employed	secondary-school	m	3412
g172513477	health-professional	advance-diploma	f	118683
f112487075	education-professional	advance-diploma	m	118528
i187543475	chief-executive	graduate-certificate	f	187584
g174377560	education-professional	bachelor-degree	m	123421
e163758747	construction-labourer	senior-secondary-school	f	15716
a154388757	machinary-driver	senior-secondary-school	m	19150
d172093579	health-professional	graduate-certificate	f	97282
e190677608	chief-executive	doctoral-degree	m	152439
h126729781	engineering-worker	certificate-iv	f	66605
e165477611	un-employed	secondary-school	m	4629
a136747392	health-professional	bachelor-degree	f	130913
a175367587	carer	certificate-ii	f	66336
d144591776	other-worker	certificate-ii	f	57676
a127676258	art-media-professional	advance-diploma	m	95982
e167735768	construction-worker	diploma	f	97467
c116647775	education-professional	bachelor-degree	m	108158
a185737207	art-media-professional	advance-diploma	m	144878
e127367705	ict-technician	certificate-iii	f	127852
h174787727	legislator	masters-degree	m	163591
f197076762	engineering-worker	certificate-iii	f	90862
g177317487	carer	certificate-ii	f	64662
d175579174	other-labourer	secondary-school	m	16044
b177673516	other-technician	bachelor-degree	m	134727
a177781117	engineering-worker	certificate-iv	f	56131
d177476797	health-support-worker	certificate-i	f	60641
a172903867	health-professional	graduate-diploma	f	139465
g174451087	other-technician	diploma	f	109431
g147883137	education-professional	bachelor-degree	m	139923
a184778482	engineering-worker	diploma	m	64491
f137485607	ict-technician	advance-diploma	f	98934
g107537987	other-labourer	secondary-school	f	19635
e161747807	art-media-professional	graduate-certificate	f	104653
e120773798	personal-assistant	senior-secondary-school	f	41348
a198777834	automotive-worker	certificate-iv	m	83082
e117639871	ict-technician	certificate-iii	m	94292
i187495867	construction-worker	certificate-ii	m	81486
e195711477	engineering-worker	certificate-iii	m	80929
h170491907	ict-technician	certificate-iii	f	126704
c130795479	engineering-worker	diploma	f	59287
a154947570	other-service-worker	certificate-ii	f	33085
h170072659	health-professional	bachelor-degree	f	144698
g139561377	legal-professional	bachelor-degree	f	92907
i139974627	other-labourer	senior-secondary-school	f	10064
f178747908	personal-services-worker	certificate-ii	f	35171
g139977749	machinary-driver	senior-secondary-school	m	10518
a118673795	engineering-worker	diploma	m	60993
f199079744	art-media-professional	bachelor-degree	f	123841
g159677119	art-media-professional	bachelor-degree	f	120128
g170627188	ict-technician	certificate-iii	m	95798
b128193370	ict-technician	advance-diploma	m	87948
g190773286	chief-executive	doctoral-degree	f	178137
h184078200	ict-technician	certificate-iv	f	135377
e167089278	ict-professional	bachelor-degree	f	130344
g128700876	construction-worker	diploma	f	76629
i107905887	chief-executive	graduate-diploma	f	118416
e107179498	health-support-worker	certificate-ii	f	30715
f138127802	other-clerical-worker	senior-secondary-school	m	48885
h110217618	ict-technician	advance-diploma	f	71271
h121579812	other-technician	advance-diploma	f	125932
f115740482	construction-labourer	secondary-school	m	14417
h107754158	machinary-driver	secondary-school	m	11588
b128001751	construction-worker	diploma	m	57515
f107511838	construction-worker	diploma	f	71670
c116547804	ict-technician	certificate-iii	m	148027
a179561985	ict-technician	certificate-iv	m	79708
g175168318	legal-professional	bachelor-degree	f	124193
h188377712	other-service-worker	certificate-ii	f	50362
a199901678	other-technician	advance-diploma	f	85291
b172802556	farm-worker	senior-secondary-school	f	14320
a108602327	other-labourer	senior-secondary-school	m	19461
a122056178	construction-worker	certificate-iv	f	67980
h123948718	other-worker	certificate-iv	m	63660
i171221845	taxi-driver	senior-secondary-school	m	13714
f162576822	education-professional	masters-degree	m	121411
h127762886	other-service-worker	certificate-ii	f	53954
c125288272	automotive-worker	certificate-iv	m	98004
f188072929	other-worker	diploma	f	90185
d198922674	other-worker	certificate-iii	f	71331
e117908636	education-professional	graduate-certificate	f	129347
d113481371	taxi-driver	senior-secondary-school	m	13659
f174395818	other-clerical-worker	certificate-i	m	32833
i131812287	machinary-driver	senior-secondary-school	f	10925
i197356608	personal-services-worker	certificate-ii	f	62485
a165306738	personal-services-worker	certificate-i	m	38445
a100731867	ict-technician	diploma	m	111573
h176333781	ict-technician	certificate-iv	m	142985
g129678130	automotive-worker	diploma	m	65329
i179138883	other-technician	certificate-iii	f	117161
d183997787	personal-services-worker	certificate-ii	m	36760
h184240756	ict-technician	certificate-iii	m	116683
h147741828	ict-technician	advance-diploma	m	89091
g190482972	other-labourer	secondary-school	m	14308
i158378404	education-professional	graduate-diploma	f	130289
c157040084	taxi-driver	senior-secondary-school	m	19138
a164467608	other-technician	certificate-iv	f	107546
c164745158	ict-professional	doctoral-degree	f	84803
d144478583	other-service-worker	certificate-i	f	60729
g165477284	other-technician	advance-diploma	f	71364
e107168418	health-professional	advance-diploma	m	145346
b176575498	education-professional	graduate-diploma	f	89712
a170359885	personal-assistant	senior-secondary-school	m	33998
f170351448	chief-executive	graduate-certificate	f	173790
g164785576	automotive-worker	certificate-iii	f	93995
e157657820	ict-technician	advance-diploma	f	107872
a178573014	legal-professional	advance-diploma	f	108690
e117458821	personal-services-worker	certificate-i	m	68356
e180105728	education-professional	graduate-certificate	f	139605
c159890875	ict-technician	bachelor-degree	f	89036
f181579387	ict-professional	graduate-certificate	f	90238
g156778590	machinary-driver	senior-secondary-school	f	18593
d169716855	factory-worker	senior-secondary-school	m	19799
a196586706	casual-worker	secondary-school	m	5757
c185089747	other-technician	bachelor-degree	m	93076
b187161970	other-technician	certificate-iii	m	145784
h171479846	other-technician	bachelor-degree	f	85765
c167458424	other-technician	certificate-iv	f	140391
a128081676	education-professional	bachelor-degree	f	93508
g168876703	ict-professional	advance-diploma	m	91912
d118406979	ict-technician	certificate-iv	f	146030
g157585680	carer	certificate-i	f	38008
g178362047	other-technician	bachelor-degree	f	79622
a176786420	ict-technician	bachelor-degree	f	73824
i187968812	cleaner	senior-secondary-school	f	16730
g127826836	education-professional	advance-diploma	m	114036
h166786369	other-technician	diploma	f	139531
a175875118	ict-technician	certificate-iii	f	109317
a135277852	ict-professional	advance-diploma	f	122728
d187857831	ict-technician	bachelor-degree	m	122479
h141877637	other-service-worker	certificate-i	f	78382
d155577508	other-service-worker	certificate-i	f	55414
c167782734	other-technician	bachelor-degree	f	73736
a138735671	construction-worker	certificate-iii	m	66253
d177148672	machinary-driver	secondary-school	m	14297
i147871358	other-technician	certificate-iii	m	129087
g101479848	other-worker	certificate-iv	f	90981
a180782723	un-employed	secondary-school	f	4946
f182783978	other-technician	certificate-iv	f	94761
a173808352	legislator	graduate-diploma	m	104920
i178034478	looking-for-employment	secondary-school	f	1569
f189438749	clerks	certificate-i	m	30032
i188089879	general-manager	masters-degree	f	164338
a168920477	personal-services-worker	certificate-ii	m	60796
b181077809	personal-assistant	senior-secondary-school	f	43639
e119906786	health-support-worker	certificate-i	m	39524
a118697784	legal-professional	advance-diploma	f	136026
b197952281	education-professional	doctoral-degree	f	103891
d182097848	legal-professional	advance-diploma	f	123934
c104970865	other-clerical-worker	certificate-i	f	43378
g124819897	ict-technician	advance-diploma	m	97874
f189773580	engineering-worker	certificate-iv	f	92270
d158752984	clerks	senior-secondary-school	m	36384
f195754899	other-technician	certificate-iii	m	128958
d109277011	manager	graduate-diploma	f	105333
a192397708	carer	certificate-i	f	37352
h107475998	manager	graduate-diploma	f	190900
f171507096	other-worker	certificate-iv	f	81299
c175098089	ict-professional	advance-diploma	m	94752
a186039767	ict-professional	advance-diploma	f	118239
h190617494	other-technician	advance-diploma	f	100210
b177582900	personal-assistant	certificate-i	m	43119
e178090532	other-technician	diploma	f	125609
e190481287	education-professional	doctoral-degree	f	148357
f189069769	other-technician	diploma	f	70892
g119918070	construction-worker	diploma	m	98916
a116099957	carer	certificate-ii	m	63202
i163719194	manager	doctoral-degree	m	133972
a148372941	automotive-worker	certificate-ii	f	81567
f197914269	carer	certificate-i	m	62177
h110744195	other-service-worker	certificate-ii	f	54292
b173992514	personal-services-worker	certificate-i	f	49785
i118990547	legal-professional	graduate-certificate	m	83843
b147689051	art-media-professional	bachelor-degree	f	142386
c157211769	manager	masters-degree	f	195668
i171627279	machinary-driver	senior-secondary-school	m	10470
d119817437	ict-technician	diploma	f	73702
f197319937	art-media-professional	advance-diploma	f	115016
g195793112	art-media-professional	bachelor-degree	f	124819
i137269931	farm-worker	senior-secondary-school	m	12393
i111790739	ict-technician	diploma	f	131381
i179979100	education-professional	advance-diploma	f	95699
i107797572	legislator	graduate-diploma	f	151455
a162719736	taxi-driver	secondary-school	f	16481
f123790363	looking-for-employment	secondary-school	f	4484
a174290712	art-media-professional	graduate-diploma	f	95332
a124795876	cleaner	secondary-school	m	13987
h175196525	ict-technician	diploma	f	133464
g125907677	engineering-worker	certificate-iii	f	66557
f172269274	carer	certificate-ii	m	41097
e103798782	taxi-driver	senior-secondary-school	m	15926
h127298819	construction-worker	certificate-iii	m	86541
a199837227	other-labourer	secondary-school	f	11396
i119264769	construction-worker	certificate-ii	f	95800
d179998273	other-clerical-worker	senior-secondary-school	f	32471
e193507071	ict-professional	advance-diploma	m	134885
c126715319	construction-worker	certificate-iv	f	98375
g113499378	taxi-driver	senior-secondary-school	f	11308
a139726951	education-professional	masters-degree	f	126109
g174683689	art-media-professional	advance-diploma	f	110997
i103617059	engineering-worker	certificate-iv	f	63908
f143977365	un-employed	secondary-school	f	4679
a194237398	ict-technician	advance-diploma	m	101453
h139479799	health-professional	masters-degree	f	110486
h186467902	education-professional	masters-degree	f	113375
i174497105	legal-professional	bachelor-degree	f	127198
e127497909	health-support-worker	certificate-i	f	47452
b194139007	health-professional	masters-degree	f	105884
g174379384	ict-technician	certificate-iv	f	130951
h147244749	other-service-worker	certificate-ii	f	73385
g177440904	other-technician	certificate-iv	f	124070
e192275644	carer	certificate-ii	f	77964
g195534473	general-manager	graduate-certificate	m	124316
e117647955	carer	certificate-i	f	37380
h194552774	clerks	senior-secondary-school	m	44271
d156794704	health-professional	doctoral-degree	f	84698
e172964791	chief-executive	graduate-diploma	f	156693
i179967419	other-worker	diploma	f	94010
g144825297	automotive-worker	diploma	f	52561
b174836519	personal-services-worker	certificate-ii	f	34794
f159348487	taxi-driver	senior-secondary-school	m	10752
d180794629	ict-professional	doctoral-degree	m	112101
e169874491	health-professional	graduate-diploma	m	110144
f121706499	other-technician	diploma	f	101830
a197125157	engineering-worker	diploma	m	66988
a111547295	construction-worker	certificate-iii	m	74478
c124921715	other-worker	certificate-iii	f	86297
e174997544	carer	certificate-i	f	54745
h155575219	factory-worker	senior-secondary-school	f	13706
f119465178	other-worker	certificate-iii	f	75349
i175593897	education-professional	doctoral-degree	m	115589
e190997357	art-media-professional	masters-degree	f	94759
a119876595	art-media-professional	advance-diploma	m	148436
d179816031	automotive-worker	certificate-iv	m	52034
f120260927	clerks	senior-secondary-school	f	44125
c161177690	ict-professional	bachelor-degree	m	110192
f161397781	carer	certificate-i	m	70189
b176019637	other-service-worker	certificate-i	f	32254
g195682771	taxi-driver	secondary-school	m	16154
e197756272	un-employed	secondary-school	f	2572
c167875997	carer	certificate-ii	f	32121
c116779136	taxi-driver	senior-secondary-school	f	11852
c187699086	other-technician	certificate-iv	f	141008
g137639984	health-professional	advance-diploma	m	125253
c191609397	other-worker	certificate-iv	m	77746
f136531979	machinary-driver	senior-secondary-school	f	11866
f189119671	other-technician	bachelor-degree	f	130715
d117478379	ict-professional	masters-degree	f	82791
c171296173	carer	certificate-ii	f	79440
d192777063	automotive-worker	certificate-ii	f	87968
g188797483	health-professional	graduate-diploma	f	124889
c172427955	other-technician	advance-diploma	f	82275
i175750497	casual-worker	secondary-school	m	7513
h174278964	manager	masters-degree	f	134046
g174977595	other-technician	diploma	m	72524
c117990970	automotive-worker	certificate-ii	f	51711
c171908378	health-professional	graduate-certificate	f	101769
d188761797	personal-services-worker	certificate-i	m	56205
g135875922	clerks	senior-secondary-school	m	40865
c188262799	ict-technician	diploma	f	70629
g128789479	education-professional	advance-diploma	m	139563
d138378309	legal-professional	bachelor-degree	f	125722
